title,description,department,year
18.369[J] Mathematical Methods in Nanophotonics,"18.376[J] Wave Propagation()Not offered regularly; consult department(Same subject as1.138[J],2.062[J])Prereq:2.003and18.075Units: 3-0-9Theoretical concepts and analysis of wave problems in science and engineering with examples chosen from elasticity, acoustics, geophysics, hydrodynamics, blood flow, nondestructive evaluation, and other applications.  Progressive waves, group velocity and dispersion, energy density and transport. Reflection, refraction and transmission of plane waves by an interface. Mode conversion in elastic waves. Rayleigh waves. Waves due to a moving load. Scattering by a two-dimensional obstacle.  Reciprocity theorems. Parabolic approximation. Waves on the sea surface. Capillary-gravity waves. Wave resistance. Radiation of surface waves. Internal waves in stratified fluids.  Waves in rotating media.  Waves in random media.T. R. Akylas, R. R. Rosales",Mathematics,2022
18.376[J] Wave Propagation,"18.377[J] Nonlinear Dynamics and Waves()(Same subject as1.685[J],2.034[J])Prereq: Permission of instructorUnits: 3-0-9A unified treatment of nonlinear oscillations and wave phenomena with applications to mechanical, optical, geophysical, fluid, electrical and flow-structure interaction problems. Nonlinear free and forced vibrations; nonlinear resonances; self-excited oscillations; lock-in phenomena.  Nonlinear dispersive and nondispersive waves; resonant wave interactions; propagation of wave pulses and nonlinear Schrodinger equation.  Nonlinear long waves and breaking; theory of characteristics; the Korteweg-de Vries equation; solitons and solitary wave interactions.  Stability of shear flows.  Some topics and applications may vary from year to year.Staff",Mathematics,2022
18.377[J] Nonlinear Dynamics and Waves,"18.384 Undergraduate Seminar in Physical Mathematics()Prereq:12.006,18.300,18.354, or permission of instructorUnits: 3-0-9Covers the mathematical modeling of physical systems, with emphasis on the reading and presentation of papers. Addresses a broad range of topics, with particular focus on macroscopic physics and continuum systems: fluid dynamics, solid mechanics, and biophysics. Instruction and practice in written and oral communication provided. Enrollment limited.N. Derr",Mathematics,2022
18.384 Undergraduate Seminar in Physical Mathematics,"18.385[J] Nonlinear Dynamics and Chaos()(Same subject as2.036[J])Prereq:18.03or18.032Units: 3-0-9Introduction to the theory of nonlinear dynamical systems with applications from science and engineering. Local and global existence of solutions, dependence on initial data and parameters. Elementary bifurcations, normal forms. Phase plane, limit cycles, relaxation oscillations, Poincare-Bendixson theory. Floquet theory. Poincare maps. Averaging. Near-equilibrium dynamics. Synchronization. Introduction to chaos. Universality. Strange attractors. Lorenz and Rossler systems. Hamiltonian dynamics and KAM theory. Uses MATLAB computing environment.Staff",Mathematics,2022
18.385[J] Nonlinear Dynamics and Chaos,18.397 Mathematical Methods in Physics()Not offered regularly; consult departmentPrereq:18.745or some familiarity with Lie theoryUnits: 3-0-9Content varies from year to year. Recent developments in quantum field theory require mathematical techniques not usually covered in standard graduate subjects.Staff,Mathematics,2022
18.397 Mathematical Methods in Physics,"18.400[J] Computability and Complexity Theory()(Same subject as6.1400[J])Prereq: (6.1200and6.1210) or permission of instructorUnits: 4-0-8Lecture:TR2.30-4(37-212)Recitation:F11(4-257) orF1(24-121)+finalMathematical introduction to the theory of computing. Rigorously explores what kinds of tasks can be efficiently solved with computers by way of finite automata, circuits, Turing machines, and communication complexity, introducing students to some major open problems in mathematics. Builds skills in classifying computational tasks in terms of their difficulty. Discusses other fundamental issues in computing, including the Halting Problem, the Church-Turing Thesis, the P versus NP problem, and the power of randomness.R. WilliamsTextbooks (Spring 2025)",Mathematics,2022
18.400[J] Computability and Complexity Theory,"18.404 Theory of Computation()(Subject meets with6.5400[J],18.4041[J])Prereq:6.1200or18.200Units: 4-0-8A more extensive and theoretical treatment of the material in 6.1400J/18.400J, emphasizing computability and computational complexity theory. Regular and context-free languages. Decidable and undecidable problems, reducibility, recursive function theory. Time and space measures on computation, completeness, hierarchy theorems, inherently complex problems, oracles, probabilistic computation, and interactive proof systems.M. Sipser",Mathematics,2022
18.404 Theory of Computation,"18.4041[J] Theory of Computation()(Same subject as6.5400[J])(Subject meets with18.404)Prereq:6.1200or18.200Units: 4-0-8A more extensive and theoretical treatment of the material in 6.1400J/18.400J, emphasizing computability and computational complexity theory. Regular and context-free languages. Decidable and undecidable problems, reducibility, recursive function theory. Time and space measures on computation, completeness, hierarchy theorems, inherently complex problems, oracles, probabilistic computation, and interactive proof systems. Students in Course 18 must register for the undergraduate version, 18.404.M. Sipser",Mathematics,2022
18.4041[J] Theory of Computation,"18.405[J] Advanced Complexity Theory()(Same subject as6.5410[J])Prereq:18.404Units: 3-0-9Lecture:TR11-12.30(4-163)Current research topics in computational complexity theory. Nondeterministic, alternating, probabilistic, and parallel computation models. Boolean circuits. Complexity classes and complete sets. The polynomial-time hierarchy. Interactive proof systems. Relativization. Definitions of randomness. Pseudo-randomness and derandomizations. Interactive proof systems and probabilistically checkable proofs.D. MinzerNo textbook information available",Mathematics,2022
18.405[J] Advanced Complexity Theory,18.408 Topics in Theoretical Computer Science()Prereq: Permission of instructorUnits: 3-0-9Study of areas of current interest in theoretical computer science. Topics vary from term to term.J. Kelner,Mathematics,2022
18.408 Topics in Theoretical Computer Science,"18.410[J] Design and Analysis of Algorithms(,)(Same subject as6.1220[J])Prereq:6.1200and6.1210Units: 4-0-8Lecture:TR11-12.30(32-123)Recitation:F9(36-112) orF10(36-112) orF11(36-112) orF12(36-112) orF1(36-112) orF2(36-112) orF3(36-112) orF10(24-121) orF11(4-265) orF12(4-265) orF1(4-265) orF2(24-121) orF3(24-121)+finalTechniques for the design and analysis of efficient algorithms, emphasizing methods useful in practice. Topics include sorting; search trees, heaps, and hashing; divide-and-conquer; dynamic programming; greedy algorithms; amortized analysis; graph algorithms; and shortest paths. Advanced topics may include network flow; computational geometry; number-theoretic algorithms; polynomial and matrix calculations; caching; and parallel computing.Fall:S. RaghuramanSpring:S. RaghuramanTextbooks (Spring 2025)",Mathematics,2022
18.410[J] Design and Analysis of Algorithms,"18.413 Introduction to Computational Molecular Biology()(Subject meets with18.417)Prereq:6.1210or permission of instructorUnits: 3-0-9Introduction to computational molecular biology with a focus on the basic computational algorithms used to solve problems in practice. Covers classical techniques in the field for solving problems such as genome sequencing, assembly, and search; detecting genome rearrangements; constructing evolutionary trees; analyzing mass spectrometry data; connecting gene expression to cellular function; and machine learning for drug discovery. Prior knowledge of biology is not required. Particular emphasis on problem solving, collaborative learning, theoretical analysis, and practical implementation of algorithms. Students taking graduate version complete additional and more complex assignments.B. Berger",Mathematics,2022
18.413 Introduction to Computational Molecular Biology,"18.415[J] Advanced Algorithms()(Same subject as6.5210[J])Prereq:6.1220and (6.1200,6.3700, or18.600)Units: 5-0-7First-year graduate subject in algorithms. Emphasizes fundamental algorithms and advanced methods of algorithmic design, analysis, and implementation. Surveys a variety of computational models and the algorithms for them. Data structures, network flows, linear programming, computational geometry, approximation algorithms, online algorithms, parallel algorithms, external memory, streaming algorithms.D. Karger",Mathematics,2022
18.415[J] Advanced Algorithms,"18.416[J] Randomized Algorithms()(Same subject as6.5220[J])Prereq: (6.1200or6.3700) and (6.1220or6.5210)Units: 5-0-7Studies how randomization can be used to make algorithms simpler and more efficient via random sampling, random selection of witnesses, symmetry breaking, and Markov chains. Models of randomized computation. Data structures: hash tables, and skip lists. Graph algorithms: minimum spanning trees, shortest paths, and minimum cuts. Geometric algorithms: convex hulls, linear programming in fixed or arbitrary dimension. Approximate counting; parallel algorithms; online algorithms; derandomization techniques; and tools for probabilistic analysis of algorithms.Staff",Mathematics,2022
18.416[J] Randomized Algorithms,"18.417 Introduction to Computational Molecular Biology()(Subject meets with18.413)Prereq:6.1210or permission of instructorUnits: 3-0-9Introduction to computational molecular biology with a focus on the basic computational algorithms used to solve problems in practice. Covers classical techniques in the field for solving problems such as genome sequencing, assembly, and search; detecting genome rearrangements; constructing evolutionary trees; analyzing mass spectrometry data; connecting gene expression to cellular function; and machine learning for drug discovery. Prior knowledge of biology is not required. Particular emphasis on problem solving, collaborative learning, theoretical analysis, and practical implementation of algorithms. Students taking graduate version complete additional and more complex assignments.B. Berger",Mathematics,2022
18.417 Introduction to Computational Molecular Biology,"18.418[J] Topics in Computational Molecular Biology()(Same subject asHST.504[J])Prereq:6.8701,18.417, or permission of instructorUnits: 3-0-9Covers current research topics in computational molecular biology. Recent research papers presented from leading conferences such as the International Conference on Computational Molecular Biology (RECOMB) and the Conference on Intelligent Systems for Molecular Biology (ISMB). Topics include original research (both theoretical and experimental) in comparative genomics, sequence and structure analysis, molecular evolution, proteomics, gene expression, transcriptional regulation, biological networks, drug discovery, and privacy. Recent research by course participants also covered. Participants will be expected to present individual projects to the class.B. Berger",Mathematics,2022
18.418[J] Topics in Computational Molecular Biology,"18.424 Seminar in Information Theory()Prereq: (6.3700,18.05, or18.600) and (18.06,18.700, or18.701)Units: 3-0-9Considers various topics in information theory, including data compression, Shannon's Theorems, and error-correcting codes. Students present and discuss the subject matter. Instruction and practice in written and oral communication provided. Enrollment limited.J. Gaitonde",Mathematics,2022
18.424 Seminar in Information Theory,"18.425[J] Foundations of Cryptography()(Same subject as6.5620[J])Prereq:6.1220,6.1400, or18.4041Units: 3-0-9A rigorous introduction to modern cryptography. Emphasis on the fundamental cryptographic primitives such as public-key encryption, digital signatures, and pseudo-random number generation, as well as advanced cryptographic primitives such as zero-knowledge proofs, homomorphic encryption, and secure multiparty computation.Staff",Mathematics,2022
18.425[J] Foundations of Cryptography,18.434 Seminar in Theoretical Computer Science()Prereq:6.1220Units: 3-0-9Topics vary from year to year. Students present and discuss the subject matter. Instruction and practice in written and oral communication provided. Enrollment limited.D. Minzer,Mathematics,2022
18.434 Seminar in Theoretical Computer Science,"18.435[J] Quantum Computation()(Same subject as2.111[J],6.6410[J],8.370[J])Prereq:8.05,18.06,18.700,18.701, or18.C06Units: 3-0-9Provides an introduction to the theory and practice of quantum computation. Topics covered: physics of information processing; quantum algorithms including the factoring algorithm and Grover's search algorithm; quantum error correction; quantum communication and cryptography. Knowledge of quantum mechanics helpful but not required.P. Shor",Mathematics,2022
18.435[J] Quantum Computation,"18.436[J] Quantum Information Science()(Same subject as6.6420[J],8.371[J])Prereq:18.435Units: 3-0-9Lecture:MW9.30-11(4-163)Examines quantum computation and quantum information. Topics include quantum circuits, the quantum Fourier transform and search algorithms, the quantum operations formalism, quantum error correction, Calderbank-Shor-Steane and stabilizer codes, fault tolerant quantum computation, quantum data compression, quantum entanglement, capacity of quantum channels, and quantum cryptography and the proof of its security. Prior knowledge of quantum mechanics required.I. ChuangTextbooks (Spring 2025)",Mathematics,2022
18.436[J] Quantum Information Science,"18.437[J] Distributed Algorithms()(Same subject as6.5250[J])Prereq:6.1220Units: 3-0-9Design and analysis of algorithms, emphasizing those suitable for use in distributed networks. Covers various topics including distributed graph algorithms, locality constraints, bandwidth limitations and communication complexity, process synchronization, allocation of computational resources, fault tolerance, and asynchrony. No background in distributed systems required.Staff",Mathematics,2022
18.437[J] Distributed Algorithms,"18.453 Combinatorial Optimization()(Subject meets with18.4531)Prereq:18.06,18.700, or18.701Units: 3-0-9Thorough treatment of linear programming and combinatorial optimization. Topics include matching theory, network flow, matroid optimization, and how to deal with NP-hard optimization problems. Prior exposure to discrete mathematics (such as 18.200) helpful.Staff",Mathematics,2022
18.453 Combinatorial Optimization,"18.4531 Combinatorial Optimization()(Subject meets with18.453)Prereq:18.06,18.700, or18.701Units: 3-0-9Thorough treatment of linear programming and combinatorial optimization. Topics include matching theory, network flow, matroid optimization, and how to deal with NP-hard optimization problems. Prior exposure to discrete mathematics (such as 18.200) helpful. Students in Course 18 must register for the undergraduate version, 18.453.Staff",Mathematics,2022
18.4531 Combinatorial Optimization,"18.455 Advanced Combinatorial Optimization()Prereq:18.453or permission of instructorUnits: 3-0-9Advanced treatment of combinatorial optimization with an emphasis on combinatorial aspects. Non-bipartite matchings, submodular functions, matroid intersection/union, matroid matching, submodular flows, multicommodity flows, packing and connectivity problems, and other recent developments.M. X. Goemans",Mathematics,2022
18.455 Advanced Combinatorial Optimization,"18.456[J] Algebraic Techniques and Semidefinite Optimization()(Same subject as6.7230[J])Prereq:6.7210or15.093Units: 3-0-9Theory and computational techniques for optimization problems involving polynomial equations and inequalities with particular, emphasis on the connections with semidefinite optimization. Develops algebraic and numerical approaches of general applicability, with a view towards methods that simultaneously incorporate both elements, stressing convexity-based ideas, complexity results, and efficient implementations. Examples from several engineering areas, in particular systems and control applications. Topics include semidefinite programming, resultants/discriminants, hyperbolic polynomials, Groebner bases, quantifier elimination, and sum of squares.Staff",Mathematics,2022
6.100A Introduction to Computer Science Programming in Python,"6.100A Introduction to Computer Science Programming in Python(,); first half of termPrereq: NoneUnits: 2-0-4Credit cannot also be received for6.100LURL:https://introcomp.mit.edu/spring25Ends Mar 21.Lecture:MW3-4.30(26-100)Recitation:F10(5-134) orF11(5-134,24-121) orF12(24-121) orF1(5-134) orF2(5-134) orF1(5-217) orF2(5-217)Introduction to computer science and programming for students with little or no programming experience. Students develop skills to program and use computational techniques to solve problems. Topics include the notion of computation, Python, simple algorithms and data structures, testing and debugging, and algorithmic complexity. Combination of 6.100A and 6.100B or 16.C20 counts as REST subject. Final given in the seventh week of the term.Fall:A. BellSpring:A. BellTextbooks (Spring 2025)",EECS,2023
6.100B Introduction to Computational Thinking and Data Science,"6.100B Introduction to Computational Thinking and Data Science(,); second half of termPrereq:6.100Aor permission of instructorUnits: 2-0-4Credit cannot also be received for9.C20,16.C20,18.C20,CSE.C20URL:https://introcomp.mit.edu/spring25Begins Mar 31.Lecture:MW3-4.30(26-100)Recitation:F10(5-134) orF11(5-134,24-121) orF12(24-121) orF1(5-134) orF2(5-134) orF1(5-217) orF2(5-217)Provides an introduction to using computation to understand real-world phenomena. Topics include plotting, stochastic programs, probability and statistics, random walks, Monte Carlo simulations, modeling data, optimization problems, and clustering. Combination of 6.100A and 6.100B counts as REST subject.Fall:A. BellSpring:A. BellTextbooks (Spring 2025)",EECS,2023
6.100L Introduction to Computer Science and Programming,"6.100L Introduction to Computer Science and Programming(,)Prereq: NoneUnits: 2-0-4Credit cannot also be received for6.100AURL:https://introcomp.mit.edu/6.100L_sp25Lecture:MW3-4.30(34-101)Recitation:F10(32-123)Introduction to computer science and programming for students with no programming experience. Presents content taught in 6.100A over an entire semester. Students develop skills to program and use computational techniques to solve problems. Topics include the notion of computation, Python, simple algorithms and data structures, testing and debugging, and algorithmic complexity. Lectures are viewed outside of class; in-class time is dedicated to problem-solving and discussion. Combination of 6.100L and 6.100B or 16.C20 counts as REST subject.Fall:A. BellSpring:A. BellTextbooks (Spring 2025)",EECS,2023
6.1010 Fundamentals of Programming,"6.1010 Fundamentals of Programming(,)Prereq:6.100AUnits: 2-4-6Lecture:MW9(32-124) orMW10(32-124,32-144) orMW11(56-154,37-212) orMW1(4-163,32-124) orMW2(4-163) orMW3(3-270) orMW12(32-124)Lab:F10-1(32-044) orF2-5(32-044)+finalIntroduces fundamental concepts of programming. Designed to develop skills in applying basic methods from programming languages to abstract problems. Topics include programming and Python basics, computational concepts, software engineering, algorithmic techniques, data types, and recursion.  Lab component consists of software design, construction, and implementation of design. Enrollment may be limited.Fall:R. MillerSpring:A. HartzNo textbook information available",EECS,2023
6.1020 Software Construction,"6.1020 Software Construction()Prereq:6.1010Units: 3-0-12Lecture:TR9.30-11(26-100)+finalIntroduces fundamental principles and techniques of software development: how to write software that is safe from bugs, easy to understand, and ready for change. Topics include specifications and invariants; testing, test-case generation, and coverage; abstract data types and representation independence; design patterns for object-oriented programming; concurrent programming, including message passing and shared memory concurrency, and defending against races and deadlock; and functional programming with immutable data and higher-order functions. Includes weekly programming exercises and larger group programming projects.M. GoldmanNo required or recommended textbooks",EECS,2023
6.1040 Software Design,"6.1040 Software Design()Prereq:6.1020and6.1200Units: 4-0-14Provides design-focused instruction on how to build complex software applications. Design topics include classic human-computer interaction (HCI) design tactics (need finding, heuristic evaluation, prototyping, user testing), conceptual design (inventing, modeling and evaluating constituent concepts), social and ethical implications, abstract data modeling, and visual design. Implementation topics include reactive front-ends, web services, and databases. Students work both on individual projects and a larger team project in which they design and build full-stack web applications.A. Satyanarayan",EECS,2023
6.1060 Software Performance Engineering,"6.1060 Software Performance Engineering()Prereq:6.1020,6.1210, and6.1910Units: 3-12-3Project-based introduction to building efficient, high-performance and scalable software systems. Topics include performance analysis, algorithmic techniques for high performance, instruction-level optimizations, vectorization, cache and memory hierarchy optimization, and parallel programming.C. Leiserson",EECS,2023
6.5060 Algorithm Engineering,"6.5060 Algorithm Engineering()Prereq:6.1060and6.1220Units: 3-0-9Covers the theory and practice of algorithms and data structures. Topics include models of computation, algorithm design and analysis, and performance engineering of algorithm implementations. Presents the design and implementation of sequential, parallel, cache-efficient, and external-memory algorithms. Illustrates many of the principles of algorithm engineering in the context of parallel algorithms and graph problems.Staff",EECS,2023
6.5080 Multicore Programming,"6.5080 Multicore Programming()(Subject meets with6.5081)Prereq:6.1210Units: 4-0-8Introduces principles and core techniques for programming multicore machines. Topics include locking, scalability, concurrent data structures, multiprocessor scheduling, load balancing, and state-of-the-art synchronization techniques, such as transactional memory. Includes sequence of programming assignments on a large multicore machine, culminating with the design of a highly concurrent application. Students taking graduate version complete additional assignments.N. Shavit",EECS,2023
6.5081 Multicore Programming,"6.5081 Multicore Programming()(Subject meets with6.5080)Prereq:6.1210Units: 4-0-8Introduces principles and core techniques for programming multicore machines. Topics include locking, scalability, concurrent data structures, multiprocessor scheduling, load balancing, and state-of-the-art synchronization techniques, such as transactional memory. Includes sequence of programming assignments on a large multicore machine, culminating with the design of a highly concurrent application. Students taking graduate version complete additional assignments.Staff",EECS,2023
6.1100 Computer Language Engineering,"6.1100 Computer Language Engineering()Prereq:6.1020and6.1910Units: 4-4-4Lecture:MWF11(32-123)Recitation:TR12(32-155)Analyzes issues associated with the implementation of higher-level programming languages. Fundamental concepts, functions, and structures of compilers. The interaction of theory and practice. Using tools in building software. Includes a multi-person project on compiler design and implementation.M. RinardNo textbook information available",EECS,2023
6.1120 Dynamic Computer Language Engineering,"6.1120 Dynamic Computer Language Engineering()Prereq:6.1020or6.1910Units: 4-4-4Studies the design and implementation of modern, dynamic programming languages. Topics include fundamental approaches for parsing, semantics and interpretation, virtual machines, garbage collection, just-in-time machine code generation, and optimization. Includes a semester-long, group project that delivers a virtual machine that spans all of these topics.M. Rinard",EECS,2023
6.5110 Foundations of Program Analysis,"6.5110 Foundations of Program Analysis()Not offered regularly; consult departmentPrereq:6.1100Units: 3-0-9Presents major principles and techniques for program analysis. Includes formal semantics, type systems and type-based program analysis, abstract interpretation and model checking and synthesis. Emphasis on Haskell and Ocaml, but no prior experience in these languages is assumed. Student assignments include implementing of techniques covered in class, including building simple verifiers.A. Solar-Lezama",EECS,2023
6.5120 Formal Reasoning About Programs,"6.5120 Formal Reasoning About Programs()Prereq:6.1020and6.1200Units: 3-0-9Surveys techniques for rigorous mathematical reasoning about correctness of software, emphasizing commonalities across approaches. Introduces interactive computer theorem proving with the Coq proof assistant, which is used for all assignments, providing immediate feedback on soundness of logical arguments. Covers common program-proof techniques, including operational semantics, model checking, abstract interpretation, type systems, program logics, and their applications to functional, imperative, and concurrent programs. Develops a common conceptual framework based on invariants, abstraction, and modularity applied to state and labeled transition systems.A. Chlipala",EECS,2023
6.5150 Large-scale Symbolic Systems,"6.5150 Large-scale Symbolic Systems()(Subject meets with6.5151)Prereq:6.4100or permission of instructorUnits: 3-0-9Lecture:MWF2(35-225)Concepts and techniques for the design and implementation of large software systems that can be adapted to uses not anticipated by the designer. Applications include compilers, computer-algebra systems, deductive systems, and some artificial intelligence applications. Covers means for decoupling goals from strategy, mechanisms for implementing additive data-directed invocation, work with partially-specified entities, and how to manage multiple viewpoints. Topics include combinators, generic operations, pattern matching, pattern-directed invocation, rule systems, backtracking, dependencies, indeterminacy, memoization, constraint propagation, and incremental refinement. Students taking graduate version complete additional assignments.G. J. SussmanNo textbook information available",EECS,2023
6.5151 Large-scale Symbolic Systems,"6.5151 Large-scale Symbolic Systems()(Subject meets with6.5150)Prereq:6.4100or permission of instructorUnits: 3-0-9Lecture:MWF2(35-225)Concepts and techniques for the design and implementation of large software systems that can be adapted to uses not anticipated by the designer. Applications include compilers, computer-algebra systems, deductive systems, and some artificial intelligence applications. Covers means for decoupling goals from strategy, mechanisms for implementing additive data-directed invocation, work with partially-specified entities, and how to manage multiple viewpoints. Topics include combinators, generic operations, pattern matching, pattern-directed invocation, rule systems, backtracking, dependencies, indeterminacy, memoization, constraint propagation, and incremental refinement. Students taking graduate version complete additional assignments.G. SussmanTextbooks (Spring 2025)",EECS,2023
6.5160[J] Classical Mechanics: A Computational Approach,"6.5160[J] Classical Mechanics: A Computational Approach()(Same subject as8.351[J],12.620[J])Prereq:Physics I (GIR),18.03, and permission of instructorUnits: 3-3-6Classical mechanics in a computational framework, Lagrangian formulation, action, variational principles, and Hamilton's principle. Conserved quantities, Hamiltonian formulation, surfaces of section, chaos, and Liouville's theorem. Poincaré integral invariants, Poincaré-Birkhoff and KAM theorems. Invariant curves and cantori. Nonlinear resonances, resonance overlap and transition to chaos. Symplectic integration. Adiabatic invariants. Applications to simple physical systems and solar system dynamics. Extensive use of computation to capture methods, for simulation, and for symbolic analysis. Programming experience required.J. Wisdom, G. J. Sussman",EECS,2023
6.1200[J] Mathematics for Computer Science,"6.1200[J] Mathematics for Computer Science(,)(Same subject as18.062[J])Prereq:Calculus I (GIR)Units: 5-0-7Lecture:TR2.30-4(26-100)Recitation:WF10(38-166,36-155) orWF11(38-166,36-155,26-168) orWF12(38-166,36-156,26-168) orWF1(38-166,36-156,35-310) orWF2(38-166,36-156,35-308) orWF3(38-166,36-156)+finalElementary discrete mathematics for science and engineering, with a focus on mathematical tools and proof techniques useful in computer science. Topics include logical notation, sets, relations, elementary graph theory, state machines and invariants, induction and proofs by contradiction, recurrences, asymptotic notation, elementary analysis of algorithms, elementary number theory and cryptography, permutations and combinations, counting tools, and discrete probability.Fall:Z. AbelSpring:Z. AbelNo textbook information available",EECS,2023
6.120A Discrete Mathematics and Proof for Computer Science,"6.120A Discrete Mathematics and Proof for Computer Science(); second half of termPrereq:Calculus I (GIR)Units: 3-0-3Begins Mar 31.Lecture:TR1-2.30(32-144)Recitation:WF1(13-3101) orWF2(13-3101)+finalSubset of elementary discrete mathematics for science and engineering useful in computer science. Topics may include logical notation, sets, done relations, elementary graph theory, state machines and invariants, induction and proofs by contradiction, recurrences, asymptotic notation, elementary analysis of algorithms, elementary number theory and cryptography, permutations and combinations, counting tools.P. JailletNo textbook information available",EECS,2023
6.1210 Introduction to Algorithms,"6.1210 Introduction to Algorithms(,)Prereq:6.100Aand (6.1200or (6.120Aand (6.3700,6.3800,18.05, or18.600)))Units: 5-0-7Lecture:TR11-12.30(26-100)Recitation:WF10(34-304,34-303,36-156) orWF11(34-304,34-303,34-301) orWF12(34-304,34-301) orWF1(34-304,34-303,34-301) orWF2(34-304,34-303,34-301) orWF3(34-304,34-301) orWF4(34-304) orWF10(36-153) orWF4(36-155)+finalIntroduction to mathematical modeling of computational problems, as well as common algorithms, algorithmic paradigms, and data structures used to solve these problems. Emphasizes the relationship between algorithms and programming, and introduces basic performance measures and analysis techniques for these problems. Enrollment may be limited.Fall:B. ChapmanSpring:B. ChapmanNo textbook information available",EECS,2023
6.1220[J] Design and Analysis of Algorithms,"6.1220[J] Design and Analysis of Algorithms(,)(Same subject as18.410[J])Prereq:6.1200and6.1210Units: 4-0-8Lecture:TR11-12.30(32-123)Recitation:F9(36-112) orF10(36-112) orF11(36-112) orF12(36-112) orF1(36-112) orF2(36-112) orF3(36-112) orF10(24-121) orF11(4-265) orF12(4-265) orF1(4-265) orF2(24-121) orF3(24-121)+finalTechniques for the design and analysis of efficient algorithms, emphasizing methods useful in practice. Topics include sorting; search trees, heaps, and hashing; divide-and-conquer; dynamic programming; greedy algorithms; amortized analysis; graph algorithms; and shortest paths. Advanced topics may include network flow; computational geometry; number-theoretic algorithms; polynomial and matrix calculations; caching; and parallel computing.Fall:S. RaghuramanSpring:S. RaghuramanTextbooks (Spring 2025)",EECS,2023
6.1400[J] Computability and Complexity Theory,"6.1400[J] Computability and Complexity Theory()(Same subject as18.400[J])Prereq: (6.1200and6.1210) or permission of instructorUnits: 4-0-8Lecture:TR2.30-4(37-212)Recitation:F11(4-257) orF1(24-121)+finalMathematical introduction to the theory of computing. Rigorously explores what kinds of tasks can be efficiently solved with computers by way of finite automata, circuits, Turing machines, and communication complexity, introducing students to some major open problems in mathematics. Builds skills in classifying computational tasks in terms of their difficulty. Discusses other fundamental issues in computing, including the Halting Problem, the Church-Turing Thesis, the P versus NP problem, and the power of randomness.R. WilliamsTextbooks (Spring 2025)",EECS,2023
6.1420 Fixed Parameter and Fine-grained Computation,"6.1420 Fixed Parameter and Fine-grained Computation()Prereq:6.1200,6.1210, and (6.1220,6.1400, or18.404)Units: 3-0-9An overview of the theory of parameterized algorithms and the ""problem-centric"" theory of fine-grained complexity, both of which reconsider how to measure the difficulty and feasibility of solving computational problems. Topics include: fixed-parameter tractability (FPT) and its characterizations, the W-hierarchy (W[1], W[2], W[P], etc.), 3-sum-hardness, all-pairs shortest paths (APSP)-equivalences, strong exponential time hypothesis (SETH) hardness of problems, and the connections to circuit complexity and other aspects of computing.V. Vassilevska Williams",EECS,2023
6.5210[J] Advanced Algorithms,"6.5210[J] Advanced Algorithms()(Same subject as18.415[J])Prereq:6.1220and (6.1200,6.3700, or18.600)Units: 5-0-7First-year graduate subject in algorithms. Emphasizes fundamental algorithms and advanced methods of algorithmic design, analysis, and implementation. Surveys a variety of computational models and the algorithms for them. Data structures, network flows, linear programming, computational geometry, approximation algorithms, online algorithms, parallel algorithms, external memory, streaming algorithms.D. Karger",EECS,2023
6.5220[J] Randomized Algorithms,"6.5220[J] Randomized Algorithms()(Same subject as18.416[J])Prereq: (6.1200or6.3700) and (6.1220or6.5210)Units: 5-0-7Studies how randomization can be used to make algorithms simpler and more efficient via random sampling, random selection of witnesses, symmetry breaking, and Markov chains. Models of randomized computation. Data structures: hash tables, and skip lists. Graph algorithms: minimum spanning trees, shortest paths, and minimum cuts. Geometric algorithms: convex hulls, linear programming in fixed or arbitrary dimension. Approximate counting; parallel algorithms; online algorithms; derandomization techniques; and tools for probabilistic analysis of algorithms.Staff",EECS,2023
6.5230 Advanced Data Structures,6.5230 Advanced Data Structures()Prereq:6.1220Units: 3-0-9More advanced and powerful data structures for answering several queries on the same data. Such structures are crucial in particular for designing efficient algorithms. Dictionaries; hashing; search trees. Self-adjusting data structures; linear search; splay trees; dynamic optimality. Integer data structures; word RAM. Predecessor problem; van Emde Boas priority queues; y-fast trees; fusion trees. Lower bounds; cell-probe model; round elimination. Dynamic graphs; link-cut trees; dynamic connectivity. Strings; text indexing; suffix arrays; suffix trees. Static data structures; compact arrays; rank and select. Succinct data structures; tree encodings; implicit data structures. External-memory and cache-oblivious data structures; B-trees; buffer trees; tree layout; ordered-file maintenance. Temporal data structures; persistence; retroactivity.Staff,EECS,2023
6.5240 Sublinear Time Algorithms,"6.5240 Sublinear Time Algorithms()Prereq:6.1220or permission of instructorUnits: 3-0-9Sublinear time algorithms understand parameters and properties of input data after viewing only a minuscule fraction of it. Tools from number theory, combinatorics, linear algebra, optimization theory, distributed algorithms, statistics, and probability are covered. Topics include: testing and estimating properties of distributions, functions, graphs, strings, point sets, and various combinatorial objects.R. Rubinfeld",EECS,2023
6.5250[J] Distributed Algorithms,"6.5250[J] Distributed Algorithms()(Same subject as18.437[J])Prereq:6.1220Units: 3-0-9Design and analysis of algorithms, emphasizing those suitable for use in distributed networks. Covers various topics including distributed graph algorithms, locality constraints, bandwidth limitations and communication complexity, process synchronization, allocation of computational resources, fault tolerance, and asynchrony. No background in distributed systems required.Staff",EECS,2023
