title,description,department,year
18.C06[J] Linear Algebra and Optimization,"18.C06[J] Linear Algebra and Optimization()(Same subject as6.C06[J])Prereq:Calculus II (GIR)Units: 5-0-7Credit cannot also be received for18.06,18.700,ES.1806Introductory course in linear algebra and optimization, assuming no prior exposure to linear algebra and starting from the basics, including vectors, matrices, eigenvalues, singular values, and least squares. Covers the basics in optimization including convex optimization, linear/quadratic programming, gradient descent, and regularization, building on insights from linear algebra. Explores a variety of applications in science and engineering, where the tools developed give powerful ways to understand complex systems and also extract structure from data.S. Johnson",Mathematics,2024
18.062[J] Mathematics for Computer Science,"18.062[J] Mathematics for Computer Science(,)(Same subject as6.1200[J])Prereq:Calculus I (GIR)Units: 5-0-7Lecture:TR2.30-4(26-100)Recitation:WF10(38-166,36-155) orWF11(38-166,36-155,26-168) orWF12(38-166,36-156,26-168) orWF1(38-166,36-156,35-310) orWF2(38-166,36-156,35-308) orWF3(38-166,36-156)+finalElementary discrete mathematics for science and engineering, with a focus on mathematical tools and proof techniques useful in computer science. Topics include logical notation, sets, relations, elementary graph theory, state machines and invariants, induction and proofs by contradiction, recurrences, asymptotic notation, elementary analysis of algorithms, elementary number theory and cryptography, permutations and combinations, counting tools, and discrete probability.Fall:Z. AbelSpring:Z. AbelNo textbook information available",Mathematics,2024
18.063 Matrix Calculus for Machine Learning and Beyond(New),"18.063 Matrix Calculus for Machine Learning and Beyond(New)(); partial termPrereq:Calculus II (GIR)and18.06Units: 1-0-2 [P/D/F]Covers a coherent approach to matrix calculus, showing techniques that allow the student to think of a matrix holistically, rather than as an array of scalars; generalize and compute derivatives of important matrix factorizations and other complicated-looking operations; and understand how differentiation formulas must be reimagined in large-scale computing. Discusses ""adjoint"" or ""reverse-mode"" differentiation, custom vector-Jacobian products, and how modern automatic differentiation is more computer science than calculus.S. JohnsonNo textbook information available",Mathematics,2024
"18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning","18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning()(Subject meets with18.0651)Prereq:18.06Units: 3-0-9Lecture:TR9.30-11(32-141)Reviews linear algebra with applications to life sciences, finance, engineering, and big data. Covers singular value decomposition, weighted least squares, signal and image processing, principal component analysis, covariance and correlation matrices, directed and undirected graphs, matrix factorizations, neural nets, machine learning, and computations with large matrices.Z. ChenTextbooks (Spring 2025)",Mathematics,2024
"18.0651 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning","18.0651 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning()(Subject meets with18.065)Prereq:18.06Units: 3-0-9Lecture:TR9.30-11(32-141)Reviews linear algebra with applications to life sciences, finance, engineering, and big data. Covers singular value decomposition, weighted least squares, signal and image processing, principal component analysis, covariance and correlation matrices, directed and undirected graphs, matrix factorizations, neural nets, machine learning, and computations with large matrices. Students in Course 18 must register for the undergraduate version, 18.065.StaffNo textbook information available",Mathematics,2024
18.075 Methods for Scientists and Engineers,18.075 Methods for Scientists and Engineers()(Subject meets with18.0751)Prereq:Calculus II (GIR)and18.03Units: 3-0-9Credit cannot also be received for18.04Covers functions of a complex variable; calculus of residues. Includes ordinary differential equations; Bessel and Legendre functions; Sturm-Liouville theory; partial differential equations; heat equation; and wave equations.H. Cheng,Mathematics,2024
18.0751 Methods for Scientists and Engineers,"18.0751 Methods for Scientists and Engineers()(Subject meets with18.075)Prereq:Calculus II (GIR)and18.03Units: 3-0-9Credit cannot also be received for18.04Covers functions of a complex variable; calculus of residues. Includes ordinary differential equations; Bessel and Legendre functions; Sturm-Liouville theory; partial differential equations; heat equation; and wave equations. Students in Courses 6, 8, 12, 18, and 22 must register for undergraduate version, 18.075.H. Cheng",Mathematics,2024
18.085 Computational Science and Engineering I,"18.085 Computational Science and Engineering I(,,)(Subject meets with18.0851)Prereq:Calculus II (GIR)and (18.03or18.032)Units: 3-0-9Lecture:TR1-2.30(4-145)+finalReview of linear algebra, applications to networks, structures, and estimation, finite difference and finite element solution of differential equations, Laplace's equation and potential flow, boundary-value problems, Fourier series, discrete Fourier transform, convolution. Frequent use of MATLAB in a wide range of scientific and engineering applications.Fall:P. ChaoSpring:P. ChaoSummer:StaffTextbooks (Spring 2025)",Mathematics,2024
18.0851 Computational Science and Engineering I,"18.0851 Computational Science and Engineering I(,,)(Subject meets with18.085)Prereq:Calculus II (GIR)and (18.03or18.032)Units: 3-0-9Lecture:TR1-2.30(4-145)+finalReview of linear algebra, applications to networks, structures, and estimation, finite difference and finite element solution of differential equations, Laplace's equation and potential flow, boundary-value problems, Fourier series, discrete Fourier transform, convolution. Frequent use of MATLAB in a wide range of scientific and engineering applications. Students in Course 18 must register for the undergraduate version, 18.085.Fall:D. KouskoulasSummer:StaffNo textbook information available",Mathematics,2024
18.086 Computational Science and Engineering II,"18.086 Computational Science and Engineering II()Not offered regularly; consult department(Subject meets with18.0861)Prereq:Calculus II (GIR)and (18.03or18.032)Units: 3-0-9URL:http://math.mit.edu/18086/Initial value problems: finite difference methods, accuracy and stability, heat equation, wave equations, conservation laws and shocks, level sets, Navier-Stokes. Solving large systems: elimination with reordering, iterative methods, preconditioning, multigrid, Krylov subspaces, conjugate gradients. Optimization and minimum principles: weighted least squares, constraints, inverse problems, calculus of variations, saddle point problems, linear programming, duality, adjoint methods.Staff",Mathematics,2024
18.0861 Computational Science and Engineering II,"18.0861 Computational Science and Engineering II()Not offered regularly; consult department(Subject meets with18.086)Prereq:Calculus II (GIR)and (18.03or18.032)Units: 3-0-9Initial value problems: finite difference methods, accuracy and stability, heat equation, wave equations, conservation laws and shocks, level sets, Navier-Stokes. Solving large systems: elimination with reordering, iterative methods, preconditioning, multigrid, Krylov subspaces, conjugate gradients. Optimization and minimum principles: weighted least squares, constraints, inverse problems, calculus of variations, saddle point problems, linear programming, duality, adjoint methods. Students in Course 18 must register for the undergraduate version, 18.086.Staff",Mathematics,2024
18.089 Review of Mathematics,"18.089 Review of Mathematics()Prereq: Permission of instructorUnits: 5-0-7One-week review of one-variable calculus (18.01), followed by concentrated study covering multivariable calculus (18.02), two hours per day for five weeks. Primarily for graduate students in Course 2N. Degree credit allowed only in special circumstances.T. Cummings",Mathematics,2024
18.090 Introduction to Mathematical Reasoning,"18.090 Introduction to Mathematical Reasoning()Prereq: None.Coreq:Calculus II (GIR)Units: 3-0-9Lecture:TR9.30-11(2-142)Focuses on understanding and constructing mathematical arguments. Discusses foundational topics (such as infinite sets, quantifiers, and methods of proof) as well as selected concepts from algebra (permutations, vector spaces, fields) and analysis (sequences of real numbers). Particularly suitable for students desiring additional experience with proofs before going on to more advanced mathematics subjects or subjects in related areas with significant mathematical content.S. DyatlovNo textbook information available",Mathematics,2024
18.091 Introduction to Metric Spaces(New),"18.091 Introduction to Metric Spaces(New)(); partial termPrereq:18.100AUnits: 1-0-2 [P/D/F]Covers metrics, open and closed sets, continuous functions (from a topological perspective), function spaces, completeness, and compactness. Aims to provide more complex concepts and proofs for students who have taken 18.100A as their real analysis subject.S. NadimpalliNo required or recommended textbooks",Mathematics,2024
18.094[J] Teaching College-Level Science and Engineering,"18.094[J] Teaching College-Level Science and Engineering()(Same subject as1.95[J],5.95[J],7.59[J],8.395[J])(Subject meets with2.978)Prereq: NoneUnits: 2-0-2 [P/D/F]Participatory seminar focuses on the knowledge and skills necessary for teaching science and engineering in higher education. Topics include theories of adult learning; course development; promoting active learning, problemsolving, and critical thinking in students; communicating with a diverse student body; using educational technology to further learning; lecturing; creating effective tests and assignments; and assessment and evaluation. Students research and present a relevant topic of particular interest. Appropriate for both novices and those with teaching experience.J. Rankin",Mathematics,2024
18.095 Mathematics Lecture Series,"18.095 Mathematics Lecture Series()Prereq:Calculus I (GIR)Units: 2-0-4 [P/D/F]Ten lectures by mathematics faculty members on interesting topics from both classical and modern mathematics. All lectures accessible to students with calculus background and an interest in mathematics. At each lecture, reading and exercises are assigned. Students prepare these for discussion in a weekly problem session.J. DunkelNo textbook information available",Mathematics,2024
18.098 Internship in Mathematics,"18.098 Internship in Mathematics(,,,)Prereq: Permission of instructorUnits arranged [P/D/F]TBA.Provides academic credit for students pursuing internships to gain practical experience in the applications of mathematical concepts and methods.Fall:T. CummingsIAP:T. CummingsSpring:T. CummingsSummer:T. CummingsNo required or recommended textbooks",Mathematics,2024
18.099 Independent Study,"18.099 Independent Study(,,,)Prereq: Permission of instructorUnits arrangedTBA.Studies (during IAP) or special individual reading (during regular terms). Arranged in consultation with individual faculty members and subject to departmental approval.  May not be used to satisfy Mathematics major requirements.Fall:T. CummingsIAP:T. CummingsSpring:T. CummingsSummer:T. CummingsNo required or recommended textbooks",Mathematics,2024
18.1001 Real Analysis,"18.1001 Real Analysis(,)(Subject meets with18.100A)Prereq:Calculus II (GIR)Units: 3-0-9Credit cannot also be received for18.1002,18.100A,18.100B,18.100P,18.100QLecture:TR1-2.30(4-270)+finalCovers fundamentals of mathematical analysis: convergence of sequences and series, continuity, differentiability, Riemann integral, sequences and series of functions, uniformity, interchange of limit operations. Shows the utility of abstract concepts and teaches understanding and construction of proofs. Proofs and definitions are less abstract than in 18.100B. Gives applications where possible. Concerned primarily with the real line. Students in Course 18 must register for undergraduate version 18.100A.Fall:Q. DengSpring:J. ZhuNo textbook information available",Mathematics,2024
18.1002 Real Analysis,"18.1002 Real Analysis(,)(Subject meets with18.100B)Prereq:Calculus II (GIR)Units: 3-0-9Credit cannot also be received for18.1001,18.100A,18.100B,18.100P,18.100QLecture:TR9.30-11(2-190)+finalCovers fundamentals of mathematical analysis: convergence of sequences and series, continuity, differentiability, Riemann integral, sequences and series of functions, uniformity, interchange of limit operations. Shows the utility of abstract concepts and teaches understanding and construction of proofs. More demanding than 18.100A, for students with more mathematical maturity. Places more emphasis on point-set topology and n-space. Students in Course 18 must register for undergraduate version 18.100B.Fall:R. MelroseSpring:G. FranzNo textbook information available",Mathematics,2024
18.100A Real Analysis,"18.100A Real Analysis(,)(Subject meets with18.1001)Prereq:Calculus II (GIR)Units: 3-0-9Credit cannot also be received for18.1001,18.1002,18.100B,18.100P,18.100QLecture:TR1-2.30(4-270)+finalCovers fundamentals of mathematical analysis: convergence of sequences and series, continuity, differentiability, Riemann integral, sequences and series of functions, uniformity, interchange of limit operations. Shows the utility of abstract concepts and teaches understanding and construction of proofs. Proofs and definitions are less abstract than in 18.100B. Gives applications where possible. Concerned primarily with the real line.Fall:T. ChowSpring:J. ZhuNo required or recommended textbooks",Mathematics,2024
18.100B Real Analysis,"18.100B Real Analysis(,)(Subject meets with18.1002)Prereq:Calculus II (GIR)Units: 3-0-9Credit cannot also be received for18.1001,18.1002,18.100A,18.100P,18.100QLecture:TR9.30-11(2-190)+finalCovers fundamentals of mathematical analysis: convergence of sequences and series, continuity, differentiability, Riemann integral, sequences and series of functions, uniformity, interchange of limit operations. Shows the utility of abstract concepts and teaches understanding and construction of proofs. More demanding than 18.100A, for students with more mathematical maturity. Places more emphasis on point-set topology and n-space.Fall:L. GuthSpring:T. ColdingTextbooks (Spring 2025)",Mathematics,2024
18.100P Real Analysis,"18.100P Real Analysis()Prereq:Calculus II (GIR)Units: 4-0-11Credit cannot also be received for18.1001,18.1002,18.100A,18.100B,18.100QLecture:MW9.30-11 (LIMITED 30)(2-131)Recitation:F11(2-146) orF1(2-151)Covers fundamentals of mathematical analysis: convergence of sequences and series, continuity, differentiability, Riemann integral, sequences and series of functions, uniformity, interchange of limit operations. Shows the utility of abstract concepts and teaches understanding and construction of proofs. Proofs and definitions are less abstract than in 18.100B. Gives applications where possible. Concerned primarily with the real line. Includes instruction and practice in written communication. Enrollment limited.R. MaguireNo required or recommended textbooks",Mathematics,2024
18.100Q Real Analysis,"18.101 Analysis and Manifolds()(Subject meets with18.1011)Prereq: (18.06,18.700, or18.701) and (18.100A,18.100B,18.100P, or18.100Q)Units: 3-0-9Introduction to the theory of manifolds: vector fields and densities on manifolds, integral calculus in the manifold setting and the manifold version of the divergence theorem. 18.901 helpful but not required.R. Jiang",Mathematics,2024
18.101 Analysis and Manifolds,"18.1011 Analysis and Manifolds()(Subject meets with18.101)Prereq: (18.06,18.700, or18.701) and (18.100A,18.100B,18.100P, or18.100Q)Units: 3-0-9Introduction to the theory of manifolds: vector fields and densities on manifolds, integral calculus in the manifold setting and the manifold version of the divergence theorem. 18.9011 helpful but not required. Students in Course 18 must register for the undergraduate version, 18.101.Staff",Mathematics,2024
18.1011 Analysis and Manifolds,"18.102 Introduction to Functional Analysis()(Subject meets with18.1021)Prereq: (18.06,18.700, or18.701) and (18.100A,18.100B,18.100P, or18.100Q)Units: 3-0-9Lecture:MW9.30-11(4-237)+finalNormed spaces, completeness, functionals, Hahn-Banach theorem, duality, operators. Lebesgue measure, measurable functions, integrability, completeness of L-p spaces. Hilbert space. Compact, Hilbert-Schmidt and trace class operators. Spectral theorem.C. KehleTextbooks (Spring 2025)",Mathematics,2024
18.102 Introduction to Functional Analysis,"18.1021 Introduction to Functional Analysis()(Subject meets with18.102)Prereq: (18.06,18.700, or18.701) and (18.100A,18.100B,18.100P, or18.100Q)Units: 3-0-9Lecture:MW9.30-11(4-237)+finalNormed spaces, completeness, functionals, Hahn-Banach theorem, duality, operators. Lebesgue measure, measurable functions, integrability, completeness of L-p spaces. Hilbert space. Compact, Hilbert-Schmidt and trace class operators. Spectral theorem. Students in Course 18 must register for the undergraduate version, 18.102.StaffNo textbook information available",Mathematics,2024
18.1021 Introduction to Functional Analysis,"18.103 Fourier Analysis: Theory and Applications()(Subject meets with18.1031)Prereq: (18.06,18.700, or18.701) and (18.100A,18.100B,18.100P, or18.100Q)Units: 3-0-9Roughly half the subject devoted to the theory of the Lebesgue integral with applications to probability, and half to Fourier series and Fourier integrals.Staff",Mathematics,2024
18.103 Fourier Analysis: Theory and Applications,"18.1031 Fourier Analysis: Theory and Applications()(Subject meets with18.103)Prereq: (18.06,18.700, or18.701) and (18.100A,18.100B,18.100P, or18.100Q)Units: 3-0-9Roughly half the subject devoted to the theory of the Lebesgue integral with applications to probability, and half to Fourier series and Fourier integrals. Students in Course 18 must register for the undergraduate version, 18.103.Staff",Mathematics,2024
18.1031 Fourier Analysis: Theory and Applications,"18.104 Seminar in Analysis(,)Prereq:18.100A,18.100B,18.100P, or18.100QUnits: 3-0-9Lecture:MW11-12.30(2-151)Students present and discuss material from books or journals. Topics vary from year to year. Instruction and practice in written and oral communication provided. Enrollment limited.Fall:L. AlonSpring:T. Ozuch-MeerssemanNo required or recommended textbooks",Mathematics,2024
18.104 Seminar in Analysis,"18.112 Functions of a Complex Variable()(Subject meets with18.1121)Prereq: (18.06,18.700, or18.701) and (18.100A,18.100B,18.100P, or18.100Q)Units: 3-0-9Studies the basic properties of analytic functions of one complex variable. Conformal mappings and the Poincare model of non-Euclidean geometry. Cauchy-Goursat theorem and Cauchy integral formula. Taylor and Laurent decompositions. Singularities, residues and computation of integrals. Harmonic functions and Dirichlet's problem for the Laplace equation. The partial fractions decomposition. Infinite series and infinite product expansions. The Gamma function. The Riemann mapping theorem. Elliptic functions.J. Shi",Mathematics,2024
18.112 Functions of a Complex Variable,"18.1121 Functions of a Complex Variable()(Subject meets with18.112)Prereq: (18.06,18.700, or18.701) and (18.100A,18.100B,18.100P, or18.100Q)Units: 3-0-9Studies the basic properties of analytic functions of one complex variable. Conformal mappings and the Poincare model of non-Euclidean geometry. Cauchy-Goursat theorem and Cauchy integral formula. Taylor and Laurent decompositions. Singularities, residues and computation of integrals. Harmonic functions and Dirichlet's problem for the Laplace equation. The partial fractions decomposition. Infinite series and infinite product expansions. The Gamma function. The Riemann mapping theorem. Elliptic functions. Students in Course 18 must register for the undergraduate version, 18.112.Staff",Mathematics,2024
18.1121 Functions of a Complex Variable,"18.116 Riemann Surfaces()Prereq:18.112Units: 3-0-9Riemann surfaces, uniformization, Riemann-Roch Theorem. Theory of elliptic functions and modular forms. Some applications, such as to number theory.Staff",Mathematics,2024
18.116 Riemann Surfaces,"18.117 Topics in Several Complex Variables()Prereq:18.112and18.965Units: 3-0-9Harmonic theory on complex manifolds, Hodge decomposition theorem, Hard Lefschetz theorem. Vanishing theorems. Theory of Stein manifolds. As time permits students also study holomorphic vector bundles on Kahler manifolds.Staff",Mathematics,2024
18.117 Topics in Several Complex Variables,18.118 Topics in Analysis()Prereq: Permission of instructorUnits: 3-0-9Topics vary from year to year.Staff,Mathematics,2024
18.118 Topics in Analysis,"18.125 Measure Theory and Analysis()Prereq:18.100A,18.100B,18.100P, or18.100QUnits: 3-0-9Provides a rigorous introduction to Lebesgue's theory of measure and integration. Covers material that is essential in analysis, probability theory, and differential geometry.Staff",Mathematics,2024
18.125 Measure Theory and Analysis,18.137 Topics in Geometric Partial Differential Equations()Prereq: Permission of instructorUnits: 3-0-9Topics vary from year to year.T. Colding,Mathematics,2024
18.137 Topics in Geometric Partial Differential Equations,"18.152 Introduction to Partial Differential Equations()(Subject meets with18.1521)Prereq: (18.06,18.700, or18.701) and (18.100A,18.100B,18.100P, or18.100Q)Units: 3-0-9Introduces three main types of partial differential equations: diffusion, elliptic, and hyperbolic. Includes mathematical tools, real-world examples and applications, such as the Black-Scholes equation, the European options problem, water waves, scalar conservation laws, first order equations and traffic problems.F. Hernandez",Mathematics,2024
18.152 Introduction to Partial Differential Equations,"18.1521 Introduction to Partial Differential Equations()(Subject meets with18.152)Prereq: (18.06,18.700, or18.701) and (18.100A,18.100B,18.100P, or18.100Q)Units: 3-0-9Introduces three main types of partial differential equations: diffusion, elliptic, and hyperbolic. Includes mathematical tools, real-world examples and applications, such as the Black-Scholes equation, the European options problem, water waves, scalar conservation laws, first order equations and traffic problems. Students in Course 18 must register for the undergraduate version, 18.152.Staff",Mathematics,2024
18.1521 Introduction to Partial Differential Equations,"18.155 Differential Analysis I()Prereq:18.102or18.103Units: 3-0-9First part of a two-subject sequence. Review of Lebesgue integration. Lp spaces. Distributions. Fourier transform. Sobolev spaces. Spectral theorem, discrete and continuous spectrum. Homogeneous distributions. Fundamental solutions for elliptic, hyperbolic and parabolic differential operators. Recommended prerequisite: 18.112.A. Logunov",Mathematics,2024
18.155 Differential Analysis I,"18.156 Differential Analysis II()Prereq:18.155Units: 3-0-9Lecture:TR1-2.30(2-142)Second part of a two-subject sequence. Covers variable coefficient elliptic, parabolic and hyperbolic partial differential equations.L. GuthNo required or recommended textbooks",Mathematics,2024
18.156 Differential Analysis II,"18.157 Introduction to Microlocal Analysis()Prereq:18.155Units: 3-0-9The semi-classical theory of partial differential equations. Discussion of Pseudodifferential operators, Fourier integral operators, asymptotic solutions of partial differential equations, and the spectral theory of Schroedinger operators from the semi-classical perspective. Heavy emphasis placed on the symplectic geometric underpinnings of this subject.Staff",Mathematics,2024
18.157 Introduction to Microlocal Analysis,18.158 Topics in Differential Equations()Prereq:18.157Units: 3-0-9Lecture:MW1-2.30(2-147)Topics vary from year to year.A. LogunovNo textbook information available,Mathematics,2024
18.158 Topics in Differential Equations,18.199 Graduate Analysis Seminar()Prereq: Permission of instructorUnits: 3-0-9Studies original papers in differential analysis and differential equations. Intended for first- and second-year graduate students. Permission must be secured in advance.Staff,Mathematics,2024
18.199 Graduate Analysis Seminar,"18.200 Principles of Discrete Applied Mathematics()Prereq: None.Coreq:18.06Units: 4-0-11Credit cannot also be received for18.200ALimited 45.Lecture:MWF2(2-190)Recitation:R10(2-146) orR1(2-146) orR2(2-146)Study of illustrative topics in discrete applied mathematics, including probability theory, information theory, coding theory, secret codes, generating functions, and linear programming. Instruction and practice in written communication provided. Enrollment limited.P. ShorNo required or recommended textbooks",Mathematics,2024
18.200 Principles of Discrete Applied Mathematics,"18.200A Principles of Discrete Applied Mathematics()Prereq: None.Coreq:18.06Units: 3-0-9Credit cannot also be received for18.200Study of illustrative topics in discrete applied mathematics, including probability theory, information theory, coding theory, secret codes, generating functions, and linear programming.Staff",Mathematics,2024
18.200A Principles of Discrete Applied Mathematics,"18.204 Undergraduate Seminar in Discrete Mathematics(,)Prereq: ((6.1200or18.200) and (18.06,18.700, or18.701)) or permission of instructorUnits: 3-0-9Lecture:TR2.30-4 (LIMITED 15 EACH S ..(2-151) orTR2.30-4(4-237,2-147)Seminar in combinatorics, graph theory, and discrete mathematics in general. Participants read and present papers from recent mathematics literature. Instruction and practice in written and oral communication provided. Enrollment limited.Fall:M. DharSpring:M. DharNo textbook information available",Mathematics,2024
18.204 Undergraduate Seminar in Discrete Mathematics,"18.211 Combinatorial Analysis()Prereq:Calculus II (GIR)and (18.06,18.700, or18.701)Units: 3-0-9Combinatorial problems and methods for their solution. Enumeration, generating functions, recurrence relations, construction of bijections. Introduction to graph theory. Prior experience with abstraction and proofs is helpful.M. Simkin",Mathematics,2024
18.211 Combinatorial Analysis,"18.212 Algebraic Combinatorics()Prereq:18.701or18.703Units: 3-0-9Lecture:MWF1(4-237)Applications of algebra to combinatorics. Topics include walks in graphs, the Radon transform, groups acting on posets, Young tableaux, electrical networks.A. PostnikovNo textbook information available",Mathematics,2024
18.212 Algebraic Combinatorics,18.217 Combinatorial Theory()Prereq: Permission of instructorUnits: 3-0-9Content varies from year to year.A. Postnikov,Mathematics,2024
18.217 Combinatorial Theory,18.218 Topics in Combinatorics()Prereq: Permission of instructorUnits: 3-0-9Topics vary from year to year.Staff,Mathematics,2024
18.218 Topics in Combinatorics,18.219 Seminar in Combinatorics()Not offered regularly; consult departmentPrereq: Permission of instructorUnits: 3-0-9Content varies from year to year. Readings from current research papers in combinatorics. Topics to be chosen and presented by the class.Staff,Mathematics,2024
18.219 Seminar in Combinatorics,"18.225 Graph Theory and Additive Combinatorics()Prereq: ((18.701or18.703) and (18.100A,18.100B,18.100P, or18.100Q)) or permission of instructorUnits: 3-0-9Introduction to extremal graph theory and additive combinatorics. Highlights common themes, such as the dichotomy between structure versus pseudorandomness. Topics include Turan-type problems, Szemeredi's regularity lemma and applications, pseudorandom graphs, spectral graph theory, graph limits, arithmetic progressions (Roth, Szemeredi, Green-Tao), discrete Fourier analysis, Freiman's theorem on sumsets and structure. Discusses current research topics and open problems.Y. Zhao",Mathematics,2024
18.225 Graph Theory and Additive Combinatorics,"18.226 Probabilistic Methods in Combinatorics()Prereq: (18.211,18.600, and (18.100A,18.100B,18.100P, or18.100Q)) or permission of instructorUnits: 3-0-9Introduction to the probabilistic method, a fundamental and powerful technique in combinatorics and theoretical computer science. Focuses on methodology as well as combinatorial applications. Suitable for students with strong interest and background in mathematical problem solving. Topics include linearity of expectations, alteration, second moment, Lovasz local lemma, correlation inequalities, Janson inequalities, concentration inequalities, entropy method.S. Luo",Mathematics,2024
18.226 Probabilistic Methods in Combinatorics,"18.300 Principles of Continuum Applied Mathematics()Prereq:Calculus II (GIR)and (18.03or18.032)Units: 3-0-9Lecture:TR2.30-4(4-145)Covers fundamental concepts in continuous applied mathematics. Applications from traffic flow, fluids, elasticity, granular flows, etc. Also covers continuum limit; conservation laws, quasi-equilibrium; kinematic waves; characteristics, simple waves, shocks; diffusion (linear and nonlinear); numerical solution of wave equations; finite differences, consistency, stability; discrete and fast Fourier transforms; spectral methods; transforms and series (Fourier, Laplace). Additional topics may include sonic booms, Mach cone, caustics, lattices, dispersion and group velocity. Uses MATLAB computing environment.L. DemanetNo textbook information available",Mathematics,2024
18.300 Principles of Continuum Applied Mathematics,"18.303 Linear Partial Differential Equations: Analysis and Numerics()Prereq:18.06or18.700Units: 3-0-9Provides students with the basic analytical and computational tools of linear partial differential equations (PDEs) for practical applications in science and engineering, including heat/diffusion, wave, and Poisson equations. Analytics emphasize the viewpoint of linear algebra and the analogy with finite matrix problems. Studies operator adjoints and eigenproblems, series solutions, Green's functions, and separation of variables. Numerics focus on finite-difference and finite-element techniques to reduce PDEs to matrix problems, including stability and convergence analysis and implicit/explicit timestepping. Some programming required for homework and final project.Staff",Mathematics,2024
18.303 Linear Partial Differential Equations: Analysis and Numerics,"18.305 Advanced Analytic Methods in Science and Engineering()Prereq:18.04,18.075, or18.112Units: 3-0-9Covers expansion around singular points: the WKB method on ordinary and partial differential equations; the method of stationary phase and the saddle point method; the two-scale method and the method of renormalized perturbation; singular perturbation and boundary-layer techniques; WKB method on partial differential equations.Staff",Mathematics,2024
18.305 Advanced Analytic Methods in Science and Engineering,"18.306 Advanced Partial Differential Equations with Applications()Prereq: (18.03or18.032) and (18.04,18.075, or18.112)Units: 3-0-9Concepts and techniques for partial differential equations, especially nonlinear. Diffusion, dispersion and other phenomena. Initial and boundary value problems. Normal mode analysis, Green's functions, and transforms. Conservation laws, kinematic waves, hyperbolic equations, characteristics shocks, simple waves. Geometrical optics, caustics. Free-boundary problems. Dimensional analysis. Singular perturbation, boundary layers, homogenization. Variational methods. Solitons. Applications from fluid dynamics, materials science, optics, traffic flow, etc.Staff",Mathematics,2024
18.306 Advanced Partial Differential Equations with Applications,18.327 Topics in Applied Mathematics()Prereq: Permission of instructorUnits: 3-0-9Topics vary from year to year.Staff,Mathematics,2024
18.327 Topics in Applied Mathematics,"18.330 Introduction to Numerical Analysis()Not offered regularly; consult departmentPrereq:Calculus II (GIR)and (18.03or18.032)Units: 3-0-9Basic techniques for the efficient numerical solution of problems in science and engineering. Root finding, interpolation, approximation of functions, integration, differential equations, direct and iterative methods in linear algebra. Knowledge of programming in a language such as MATLAB, Python, or Julia is helpful.Staff",Mathematics,2024
18.330 Introduction to Numerical Analysis,"18.335[J] Introduction to Numerical Methods()(Same subject as6.7310[J])Prereq:18.06,18.700, or18.701Units: 3-0-9Lecture:MW9.30-11(2-190)Advanced introduction to numerical analysis: accuracy and efficiency of numerical algorithms. In-depth coverage of sparse-matrix/iterative and dense-matrix algorithms in numerical linear algebra (for linear systems and eigenproblems). Floating-point arithmetic, backwards error analysis, conditioning, and stability. Other computational topics (e.g., numerical integration or nonlinear optimization) may also be surveyed. Final project involves some programming.S. ChenTextbooks (Spring 2025)",Mathematics,2024
18.335[J] Introduction to Numerical Methods,"18.336[J] Fast Methods for Partial Differential and Integral Equations(,)(Same subject as6.7340[J])Prereq:6.7300,16.920,18.085,18.335, or permission of instructorUnits: 3-0-9Unified introduction to the theory and practice of modern, near linear-time, numerical methods for large-scale partial-differential and integral equations. Topics include preconditioned iterative methods; generalized Fast Fourier Transform and other butterfly-based methods; multiresolution approaches, such as multigrid algorithms and hierarchical low-rank matrix decompositions; and low and high frequency Fast Multipole Methods. Example applications include aircraft design, cardiovascular system modeling, electronic structure computation, and tomographic imaging.Staff",Mathematics,2024
18.336[J] Fast Methods for Partial Differential and Integral Equations,"18.337[J] Parallel Computing and Scientific Machine Learning()(Same subject as6.7320[J])Prereq:18.06,18.700, or18.701Units: 3-0-9Introduction to scientific machine learning with an emphasis on developing scalable differentiable programs. Covers scientific computing topics (numerical differential equations, dense and sparse linear algebra, Fourier transformations, parallelization of large-scale scientific simulation) simultaneously with modern data science (machine learning, deep neural networks, automatic differentiation), focusing on the emerging techniques at the connection between these areas, such as neural differential equations and physics-informed deep learning. Provides direct experience with the modern realities of optimizing code performance for supercomputers, GPUs, and multicores in a high-level language.Staff",Mathematics,2024
18.337[J] Parallel Computing and Scientific Machine Learning,"18.338 Eigenvalues of Random Matrices()Prereq:18.701or permission of instructorUnits: 3-0-9Covers the modern main results of random matrix theory as it is currently applied in engineering and science. Topics include matrix calculus for finite and infinite matrices (e.g., Wigner's semi-circle and Marcenko-Pastur laws), free probability, random graphs, combinatorial methods, matrix statistics, stochastic operators, passage to the continuum limit, moment methods, and compressed sensing. Knowledge of Julia helpful, but not required.A. Edelman",Mathematics,2024
